银行卡号(KH),行别,简写,长度
421349,建设银行,建设银行,6
434061,建设银行,建设银行,6
434062,建设银行,建设银行,6
436718,建设银行,建设银行,6
436728,建设银行,建设银行,6
436738,建设银行,建设银行,6
436742,建设银行,建设银行,6
436745,建设银行,建设银行,6
436748,建设银行,建设银行,6
453242,建设银行,建设银行,6
489592,建设银行,建设银行,6
491031,建设银行,建设银行,6
524094,建设银行,建设银行,6
526410,建设银行,建设银行,6
531693,建设银行,建设银行,6
532420,建设银行,建设银行,6
532421,建设银行,建设银行,6
532422,建设银行,建设银行,6
532423,建设银行,建设银行,6
532424,建设银行,建设银行,6
532425,建设银行,建设银行,6
532426,建设银行,建设银行,6
532427,建设银行,建设银行,6
532428,建设银行,建设银行,6
532429,建设银行,建设银行,6
532430,建设银行,建设银行,6
532450,建设银行,建设银行,6
532458,建设银行,建设银行,6
544033,建设银行,建设银行,6
544887,建设银行,建设银行,6
552245,建设银行,建设银行,6
552801,建设银行,建设银行,6
553242,建设银行,建设银行,6
557080,建设银行,建设银行,6
558895,建设银行,建设银行,6
559051,建设银行,建设银行,6
565100,建设银行,建设银行,6
589970,建设银行,建设银行,6
620060,建设银行,建设银行,6
620107,建设银行,建设银行,6
621080,建设银行,建设银行,6
621081,建设银行,建设银行,6
621082,建设银行,建设银行,6
621083,建设银行,建设银行,6
621084,建设银行,建设银行,6
621284,建设银行,建设银行,6
621466,建设银行,建设银行,6
621467,建设银行,建设银行,6
621487,建设银行,建设银行,6
621488,建设银行,建设银行,6
621499,建设银行,建设银行,6
621598,建设银行,建设银行,6
621621,建设银行,建设银行,6
621673,建设银行,建设银行,6
621700,建设银行,建设银行,6
622166,建设银行,建设银行,6
622168,建设银行,建设银行,6
622280,建设银行,建设银行,6
622381,建设银行,建设银行,6
622382,建设银行,建设银行,6
622675,建设银行,建设银行,6
622676,建设银行,建设银行,6
622677,建设银行,建设银行,6
622700,建设银行,建设银行,6
622707,建设银行,建设银行,6
622708,建设银行,建设银行,6
622725,建设银行,建设银行,6
622728,建设银行,建设银行,6
622804,建设银行,建设银行,6
622966,建设银行,建设银行,6
622988,建设银行,建设银行,6
623094,建设银行,建设银行,6
623211,建设银行,建设银行,6
623251,建设银行,建设银行,6
623350,建设银行,建设银行,6
623638,建设银行,建设银行,6
623668,建设银行,建设银行,6
623669,建设银行,建设银行,6
623953,建设银行,建设银行,6
624329,建设银行,建设银行,6
624412,建设银行,建设银行,6
625362,建设银行,建设银行,6
625363,建设银行,建设银行,6
625955,建设银行,建设银行,6
625956,建设银行,建设银行,6
625964,建设银行,建设银行,6
625965,建设银行,建设银行,6
625966,建设银行,建设银行,6
628266,建设银行,建设银行,6
628316,建设银行,建设银行,6
628317,建设银行,建设银行,6
628366,建设银行,建设银行,6
623644,建设银行,建设银行,6
622801,建设银行,建设银行,6
531693,建设银行（信用卡）,建设银行,6
557080,建设银行（信用卡）,建设银行,6
625966,建设银行（信用卡）,建设银行,6
628266,建设银行（信用卡）,建设银行,6
628317,建设银行（信用卡）,建设银行,6
622470,江门市新会农村信用社,江门市新,6
621363,江南农村商业银行,江南农村,6
622891,江南农村商业银行,江南农村,6
623189,江南农村商业银行,江南农村,6
623576,江南农村商业银行,江南农村,6
625129,江南农村商业银行,江南农村,6
622462,江苏常熟农村商业银行,江苏常熟,6
625101,江苏常熟农村商业银行,江苏常熟,6
628272,江苏常熟农村商业银行,江苏常熟,6
621308,江苏东海张农商村镇银行,江苏东海,6
621338,江苏惠山民泰村镇银行股份有限公司,江苏惠山,6
622481,江苏江阴农村商业银行,江苏江阴,6
621578,江苏省农村信用社,江苏省农,6
622312,江苏省农村信用社,江苏省农,6
622324,江苏省农村信用社,江苏省农,6
622452,江苏省农村信用社,江苏省农,6
622815,江苏省农村信用社,江苏省农,6
622816,江苏省农村信用社,江苏省农,6
623066,江苏省农村信用社,江苏省农,6
623267,江苏省农村信用社,江苏省农,6
628226,江苏省农村信用社,江苏省农,6
621578,江苏省农村信用社联合社,江苏省农,6
622815,江苏省农村信用社联合社,江苏省农,6
622816,江苏省农村信用社联合社,江苏省农,6
623066,江苏省农村信用社联合社,江苏省农,6
623267,江苏省农村信用社联合社,江苏省农,6
628226,江苏省农村信用社联合社,江苏省农,6
621389,江苏通州华商村镇银行,江苏通州,6
504923,江苏银行,江苏银行,6
603265,江苏银行,江苏银行,6
621076,江苏银行,江苏银行,6
621579,江苏银行,江苏银行,6
622131,江苏银行,江苏银行,6
622173,江苏银行,江苏银行,6
622283,江苏银行,江苏银行,6
622337,江苏银行,江苏银行,6
622394,江苏银行,江苏银行,6
622418,江苏银行,江苏银行,6
622422,江苏银行,江苏银行,6
622447,江苏银行,江苏银行,6
622485,江苏银行,江苏银行,6
622866,江苏银行,江苏银行,6
622873,江苏银行,江苏银行,6
622876,江苏银行,江苏银行,6
625902,江苏银行,江苏银行,6
628210,江苏银行,江苏银行,6
695800,江苏银行,江苏银行,6
940017,江苏银行,江苏银行,6
940025,江苏银行,江苏银行,6
940070,江苏银行,江苏银行,6
940076,江苏银行,江苏银行,6
622870,江苏长江商业银行,江苏长江,6
623150,江苏长江商业银行,江苏长江,6
621592,江西省农村信用联社,江西省农,6
622681,江西省农村信用联社,江西省农,6
622682,江西省农村信用联社,江西省农,6
622683,江西省农村信用联社,江西省农,6
623092,江西省农村信用联社,江西省农,6
628392,江西省农村信用联社,江西省农,6
621592,江西省农村信用社,江西省农,6
622681,江西省农村信用社,江西省农,6
622682,江西省农村信用社,江西省农,6
622683,江西省农村信用社,江西省农,6
623092,江西省农村信用社,江西省农,6
628392,江西省农村信用社,江西省农,6
621269,江西银行,江西银行,6
622275,江西银行,江西银行,6
622718,江西银行,江西银行,6
628305,江西银行,江西银行,6
940006,江西银行,江西银行,6
621246,江西银行,江西银行,6
621213,江西银行,江西银行,6
622341,江阴农村商业银行,江阴农村,6
622481,江阴农村商业银行,江阴农村,6
623115,江阴农村商业银行,江阴农村,6
628381,江阴农村商业银行,江阴农村,6
940058,江阴农村商业银行,江阴农村,6
622341,江阴市农村商业银行,江阴市农,6
622481,江阴市农村商业银行,江阴市农,6
623115,江阴市农村商业银行,江阴市农,6
940058,江阴市农村商业银行,江阴市农,6
405512,交通银行,交通银行,6
434910,交通银行,交通银行,6
458123,交通银行,交通银行,6
458124,交通银行,交通银行,6
491040,交通银行,交通银行,6
520169,交通银行,交通银行,6
521899,交通银行,交通银行,6
522964,交通银行,交通银行,6
537830,交通银行,交通银行,6
552853,交通银行,交通银行,6
601428,交通银行,交通银行,6
620013,交通银行,交通银行,6
620021,交通银行,交通银行,6
620521,交通银行,交通银行,6
621002,交通银行,交通银行,6
621069,交通银行,交通银行,6
621335,交通银行,交通银行,6
621436,交通银行,交通银行,6
622250,交通银行,交通银行,6
622251,交通银行,交通银行,6
622252,交通银行,交通银行,6
622253,交通银行,交通银行,6
622254,交通银行,交通银行,6
622255,交通银行,交通银行,6
622256,交通银行,交通银行,6
622257,交通银行,交通银行,6
622258,交通银行,交通银行,6
622259,交通银行,交通银行,6
622260,交通银行,交通银行,6
622261,交通银行,交通银行,6
622262,交通银行,交通银行,6
622284,交通银行,交通银行,6
622285,交通银行,交通银行,6
622656,交通银行,交通银行,6
623261,交通银行,交通银行,6
625028,交通银行,交通银行,6
625029,交通银行,交通银行,6
628216,交通银行,交通银行,6
628218,交通银行,交通银行,6
955590,交通银行,交通银行,6
955591,交通银行,交通银行,6
955592,交通银行,交通银行,6
955593,交通银行,交通银行,6
622338,焦作中旅银行,焦作中旅,6
623205,焦作中旅银行,焦作中旅,6
623511,焦作中旅银行,焦作中旅,6
940032,焦作中旅银行,焦作中旅,6
622449,金华银行,金华银行,6
622450,金华银行,金华银行,6
623067,金华银行,金华银行,6
628204,金华银行,金华银行,6
940051,金华银行,金华银行,6
622710,锦州银行,锦州银行,6
622990,锦州银行,锦州银行,6
623568,锦州银行,锦州银行,6
628261,锦州银行,锦州银行,6
628294,锦州银行,锦州银行,6
940003,锦州银行,锦州银行,6
622532,晋城银行,晋城银行,6
623197,晋城银行,晋城银行,6
621216,晋商银行,晋商银行,6
622465,晋商银行,晋商银行,6
623179,晋商银行,晋商银行,6
940031,晋商银行,晋商银行,6
621481,晋中市榆次融信村镇银行,晋中市榆,6
621223,晋中银行,晋中银行,6
621780,晋中银行,晋中银行,6
621359,景德镇市商业银行,景德镇市,6
623080,景德镇市商业银行,景德镇市,6
628361,景德镇市商业银行,景德镇市,6
622870,靖江市长江城市信用社,靖江市长,6
617010,九江银行,九江银行,6
617020,九江银行,九江银行,6
617030,九江银行,九江银行,6
622162,九江银行,九江银行,6
622307,九江银行,九江银行,6
623146,九江银行,九江银行,6
628238,九江银行,九江银行,6
621382,科尔沁包商村镇银行,科尔沁包,6
621224,可汗银行,可汗银行,6
622954,可汗银行,可汗银行,6
621263,库尔勒市商业银行,库尔勒市,6
621029,昆仑银行,昆仑银行,6
621766,昆仑银行,昆仑银行,6
623139,昆仑银行,昆仑银行,6
621355,昆山鹿城村镇银行,昆山鹿城,6
621355,昆山鹿城村镇银行有限责任公司,昆山鹿城,6
622443,昆山农村商业银行,昆山农村,6
623132,昆山农村商业银行,昆山农村,6
940029,昆山农村商业银行,昆山农村,6
940029,昆山农村信用社,昆山农村,6
621403,莱商银行,莱商银行,6
622864,莱商银行,莱商银行,6
628279,莱商银行,莱商银行,6
621242,兰州银行,兰州银行,6
621496,兰州银行,兰州银行,6
621538,兰州银行,兰州银行,6
622139,兰州银行,兰州银行,6
622416,兰州银行,兰州银行,6
623129,兰州银行,兰州银行,6
623275,兰州银行,兰州银行,6
628263,兰州银行,兰州银行,6
940040,兰州银行,兰州银行,6
621340,廊坊银行,廊坊银行,6
621341,廊坊银行,廊坊银行,6
622140,廊坊银行,廊坊银行,6
623073,廊坊银行,廊坊银行,6
621086,乐山市商业银行,乐山市商,6
621498,乐山市商业银行,乐山市商,6
621057,凉山州商业银行,凉山州商,6
623199,凉山州商业银行,凉山州商,6
621026,辽宁省农村信用社,辽宁省农,6
621449,辽宁省农村信用社,辽宁省农,6
628399,辽宁省农村信用社,辽宁省农,6
621026,辽宁省农村信用社联合社,辽宁省农,6
621449,辽宁省农村信用社联合社,辽宁省农,6
628399,辽宁省农村信用社联合社,辽宁省农,6
622399,辽阳银行,辽阳银行,6
623151,辽阳银行,辽阳银行,6
628309,辽阳银行,辽阳银行,6
940043,辽阳银行,辽阳银行,6
625158,临汾市尧都区惠都村镇银行,临汾市尧,6
628382,临汾市尧都区惠都村镇银行,临汾市尧,6
622359,临商银行,临商银行,6
623007,临商银行,临商银行,6
628359,临商银行,临商银行,6
940066,临商银行,临商银行,6
620118,柳州银行,柳州银行,6
621412,柳州银行,柳州银行,6
621689,柳州银行,柳州银行,6
622291,柳州银行,柳州银行,6
622292,柳州银行,柳州银行,6
622880,柳州银行,柳州银行,6
622881,柳州银行,柳州银行,6
628293,柳州银行,柳州银行,6
628373,柳州银行,柳州银行,6
621037,龙江银行,龙江银行,6
621097,龙江银行,龙江银行,6
621588,龙江银行,龙江银行,6
622270,龙江银行,龙江银行,6
622475,龙江银行,龙江银行,6
622644,龙江银行,龙江银行,6
622860,龙江银行,龙江银行,6
622977,龙江银行,龙江银行,6
623032,龙江银行,龙江银行,6
623216,龙江银行,龙江银行,6
623518,龙江银行,龙江银行,6
625090,龙江银行,龙江银行,6
625588,龙江银行,龙江银行,6
628333,龙江银行,龙江银行,6
628368,龙江银行,龙江银行,6
940019,龙江银行,龙江银行,6
622270,龙江银行（信用卡）,龙江银行,6
628368,龙江银行（信用卡）,龙江银行,6
622392,泸州市商业银行,泸州市商,6
623085,泸州市商业银行,泸州市商,6
622420,洛阳银行,洛阳银行,6
623118,洛阳银行,洛阳银行,6
940041,洛阳银行,洛阳银行,6
622382,美国银行,美国银行,6
622414,蒙古郭勒穆特银行,蒙古郭勒,6
622367,绵阳市商业银行,绵阳市商,6
622367,绵阳银行,绵阳银行,6
356856,民生银行,民生银行,6
356857,民生银行,民生银行,6
356858,民生银行,民生银行,6
356859,民生银行,民生银行,6
377152,民生银行,民生银行,6
377153,民生银行,民生银行,6
377155,民生银行,民生银行,6
377158,民生银行,民生银行,6
407405,民生银行,民生银行,6
415599,民生银行,民生银行,6
421393,民生银行,民生银行,6
421865,民生银行,民生银行,6
421869,民生银行,民生银行,6
421870,民生银行,民生银行,6
421871,民生银行,民生银行,6
427570,民生银行,民生银行,6
427571,民生银行,民生银行,6
464580,民生银行,民生银行,6
464581,民生银行,民生银行,6
472067,民生银行,民生银行,6
472068,民生银行,民生银行,6
512466,民生银行,民生银行,6
517636,民生银行,民生银行,6
523952,民生银行,民生银行,6
528948,民生银行,民生银行,6
545217,民生银行,民生银行,6
545392,民生银行,民生银行,6
545393,民生银行,民生银行,6
545431,民生银行,民生银行,6
545447,民生银行,民生银行,6
552288,民生银行,民生银行,6
553161,民生银行,民生银行,6
556610,民生银行,民生银行,6
621691,民生银行,民生银行,6
621692,民生银行,民生银行,6
622600,民生银行,民生银行,6
622601,民生银行,民生银行,6
622602,民生银行,民生银行,6
622603,民生银行,民生银行,6
622614,民生银行,民生银行,6
622615,民生银行,民生银行,6
622616,民生银行,民生银行,6
622617,民生银行,民生银行,6
622618,民生银行,民生银行,6
622619,民生银行,民生银行,6
622620,民生银行,民生银行,6
622621,民生银行,民生银行,6
622622,民生银行,民生银行,6
622623,民生银行,民生银行,6
623255,民生银行,民生银行,6
623258,民生银行,民生银行,6
623683,民生银行,民生银行,6
625188,民生银行,民生银行,6
625911,民生银行,民生银行,6
625912,民生银行,民生银行,6
625913,民生银行,民生银行,6
628258,民生银行,民生银行,6
900003,民生银行,民生银行,6
621696,民生银行,民生银行,6
377155,民生银行贷记卡（银联数据）,民生银行,6
545392,民生银行贷记卡（银联数据）,民生银行,6
621040,莫斯科人民储蓄银行,莫斯科人,6
622897,四川天府银行,四川天府,6
623072,四川天府银行,四川天府,6
940037,南海农商银行,南海农商,6
603128,南京银行,南京银行,6
621259,南京银行,南京银行,6
621777,南京银行,南京银行,6
622303,南京银行,南京银行,6
622305,南京银行,南京银行,6
622595,南京银行,南京银行,6
622596,南京银行,南京银行,6
628242,南京银行,南京银行,6
940010,南京银行,南京银行,6
621392,南阳村镇银行,南阳村镇,6
620208,南洋商业银行,南洋商业,6
620209,南洋商业银行,南洋商业,6
621042,南洋商业银行,南洋商业,6
621743,南洋商业银行,南洋商业,6
621783,南洋商业银行,南洋商业,6
622349,南洋商业银行,南洋商业,6
622350,南洋商业银行,南洋商业,6
622351,南洋商业银行,南洋商业,6
623041,南洋商业银行,南洋商业,6
623308,南洋商业银行,南洋商业,6
623555,南洋商业银行,南洋商业,6
625093,南洋商业银行,南洋商业,6
625095,南洋商业银行,南洋商业,6
620208,南洋商业银行（中国）,南洋商业,6
620209,南洋商业银行（中国）,南洋商业,6
621042,南洋商业银行（中国）,南洋商业,6
621213,南洋商业银行（中国）,南洋商业,6
621289,南洋商业银行（中国）,南洋商业,6
621290,南洋商业银行（中国）,南洋商业,6
621291,南洋商业银行（中国）,南洋商业,6
621292,南洋商业银行（中国）,南洋商业,6
621743,南洋商业银行（中国）,南洋商业,6
621783,南洋商业银行（中国）,南洋商业,6
622349,南洋商业银行（中国）,南洋商业,6
622350,南洋商业银行（中国）,南洋商业,6
622351,南洋商业银行（中国）,南洋商业,6
623041,南洋商业银行（中国）,南洋商业,6
623308,南洋商业银行（中国）,南洋商业,6
623555,南洋商业银行（中国）,南洋商业,6
625093,南洋商业银行（中国）,南洋商业,6
625095,南洋商业银行（中国）,南洋商业,6
621633,内蒙古银行,内蒙古银,6
622147,内蒙古银行,内蒙古银,6
623057,内蒙古银行,内蒙古银,6
628252,内蒙古银行,内蒙古银,6
621362,内蒙古自治区农村信用社,内蒙古自,6
621533,内蒙古自治区农村信用社,内蒙古自,6
621737,内蒙古自治区农村信用社,内蒙古自,6
622976,内蒙古自治区农村信用社,内蒙古自,6
621345,宁波东海银行,宁波东海,6
623167,宁波东海银行,宁波东海,6
621655,宁波通商银行,宁波通商,6
623537,宁波通商银行,宁波通商,6
512431,宁波银行,宁波银行,6
520194,宁波银行,宁波银行,6
620533,宁波银行,宁波银行,6
621279,宁波银行,宁波银行,6
621418,宁波银行,宁波银行,6
622281,宁波银行,宁波银行,6
622282,宁波银行,宁波银行,6
622316,宁波银行,宁波银行,6
622318,宁波银行,宁波银行,6
622778,宁波银行,宁波银行,6
623252,宁波银行,宁波银行,6
625903,宁波银行,宁波银行,6
628207,宁波银行,宁波银行,6
940022,宁波银行,宁波银行,6
620500,宁波鄞州农村合作银行,宁波鄞州,6
621024,宁波鄞州农村合作银行,宁波鄞州,6
622289,宁波鄞州农村合作银行,宁波鄞州,6
622389,宁波鄞州农村合作银行,宁波鄞州,6
628300,宁波鄞州农村合作银行,宁波鄞州,6
621561,宁夏黄河农村商业银行,宁夏黄河,6
622947,宁夏黄河农村商业银行,宁夏黄河,6
623095,宁夏黄河农村商业银行,宁夏黄河,6
625150,宁夏黄河农村商业银行,宁夏黄河,6
628326,宁夏黄河农村商业银行,宁夏黄河,6
621417,宁夏银行,宁夏银行,6
621529,宁夏银行,宁夏银行,6
622428,宁夏银行,宁夏银行,6
622429,宁夏银行,宁夏银行,6
623089,宁夏银行,宁夏银行,6
623200,宁夏银行,宁夏银行,6
625335,宁夏银行,宁夏银行,6
625529,宁夏银行,宁夏银行,6
628214,宁夏银行,宁夏银行,6
940045,宁夏银行,宁夏银行,6
103000,农业银行,农业银行,6
403361,农业银行,农业银行,6
404117,农业银行,农业银行,6
404118,农业银行,农业银行,6
404119,农业银行,农业银行,6
404120,农业银行,农业银行,6
404121,农业银行,农业银行,6
463758,农业银行,农业银行,6
491020,农业银行,农业银行,6
491021,农业银行,农业银行,6
491022,农业银行,农业银行,6
491023,农业银行,农业银行,6
491024,农业银行,农业银行,6
491025,农业银行,农业银行,6
491026,农业银行,农业银行,6
491027,农业银行,农业银行,6
491028,农业银行,农业银行,6
491029,农业银行,农业银行,6
514027,农业银行,农业银行,6
519412,农业银行,农业银行,6
519413,农业银行,农业银行,6
520082,农业银行,农业银行,6
520083,农业银行,农业银行,6
535910,农业银行,农业银行,6
535911,农业银行,农业银行,6
535912,农业银行,农业银行,6
535913,农业银行,农业银行,6
535914,农业银行,农业银行,6
535915,农业银行,农业银行,6
535916,农业银行,农业银行,6
535917,农业银行,农业银行,6
535918,农业银行,农业银行,6
535919,农业银行,农业银行,6
544243,农业银行,农业银行,6
548478,农业银行,农业银行,6
552599,农业银行,农业银行,6
558730,农业银行,农业银行,6
620059,农业银行,农业银行,6
620501,农业银行,农业银行,6
621282,农业银行,农业银行,6
621336,农业银行,农业银行,6
621619,农业银行,农业银行,6
621671,农业银行,农业银行,6
622820,农业银行,农业银行,6
622821,农业银行,农业银行,6
622822,农业银行,农业银行,6
622823,农业银行,农业银行,6
622824,农业银行,农业银行,6
622825,农业银行,农业银行,6
622826,农业银行,农业银行,6
622827,农业银行,农业银行,6
622828,农业银行,农业银行,6
622830,农业银行,农业银行,6
622836,农业银行,农业银行,6
622837,农业银行,农业银行,6
622838,农业银行,农业银行,6
622839,农业银行,农业银行,6
622840,农业银行,农业银行,6
622841,农业银行,农业银行,6
622842,农业银行,农业银行,6
622843,农业银行,农业银行,6
622844,农业银行,农业银行,6
622845,农业银行,农业银行,6
622846,农业银行,农业银行,6
622847,农业银行,农业银行,6
622848,农业银行,农业银行,6
622849,农业银行,农业银行,6
623018,农业银行,农业银行,6
623050,农业银行,农业银行,6
623052,农业银行,农业银行,6
623206,农业银行,农业银行,6
625170,农业银行,农业银行,6
625171,农业银行,农业银行,6
625336,农业银行,农业银行,6
625653,农业银行,农业银行,6
625826,农业银行,农业银行,6
625827,农业银行,农业银行,6
625996,农业银行,农业银行,6
625997,农业银行,农业银行,6
625998,农业银行,农业银行,6
628268,农业银行,农业银行,6
628269,农业银行,农业银行,6
628346,农业银行,农业银行,6
955990,农业银行,农业银行,6
955991,农业银行,农业银行,6
955992,农业银行,农业银行,6
955993,农业银行,农业银行,6
955994,农业银行,农业银行,6
955995,农业银行,农业银行,6
955996,农业银行,农业银行,6
955997,农业银行,农业银行,6
955998,农业银行,农业银行,6
955999,农业银行,农业银行,6
622829,农业银行,农业银行,6
544243,农业银行（信用卡）,农业银行,6
625998,农业银行（信用卡）,农业银行,6
622342,攀枝花市商业银行,攀枝花市,6
623048,攀枝花市商业银行,攀枝花市,6
621089,盘锦市商业银行,盘锦市商,6
623161,盘锦市商业银行,盘锦市商,6
621399,彭州民生村镇银行,彭州民生,6
356868,平安银行,平安银行,6
356869,平安银行,平安银行,6
412962,平安银行,平安银行,6
412963,平安银行,平安银行,6
415752,平安银行,平安银行,6
415753,平安银行,平安银行,6
435744,平安银行,平安银行,6
435745,平安银行,平安银行,6
483536,平安银行,平安银行,6
526855,平安银行,平安银行,6
528020,平安银行,平安银行,6
531659,平安银行,平安银行,6
602907,平安银行,平安银行,6
620010,平安银行,平安银行,6
621626,平安银行,平安银行,6
622155,平安银行,平安银行,6
622156,平安银行,平安银行,6
622157,平安银行,平安银行,6
622298,平安银行,平安银行,6
622525,平安银行,平安银行,6
622526,平安银行,平安银行,6
622535,平安银行,平安银行,6
622536,平安银行,平安银行,6
622538,平安银行,平安银行,6
622539,平安银行,平安银行,6
622983,平安银行,平安银行,6
622986,平安银行,平安银行,6
622989,平安银行,平安银行,6
623058,平安银行,平安银行,6
623269,平安银行,平安银行,6
625360,平安银行,平安银行,6
625361,平安银行,平安银行,6
625823,平安银行,平安银行,6
625825,平安银行,平安银行,6
627066,平安银行,平安银行,6
627067,平安银行,平安银行,6
627068,平安银行,平安银行,6
627069,平安银行,平安银行,6
628296,平安银行,平安银行,6
998800,平安银行,平安银行,6
998801,平安银行,平安银行,6
998802,平安银行,平安银行,6
621071,平顶山银行,平顶山银,6
623152,平顶山银行,平顶山银,6
628339,平顶山银行,平顶山银,6
622432,葡国储蓄信贷银行,葡国储蓄,6
621601,濮阳银行,濮阳银行,6
356850,浦发银行,浦发银行,6
356851,浦发银行,浦发银行,6
356852,浦发银行,浦发银行,6
377187,浦发银行,浦发银行,6
404738,浦发银行,浦发银行,6
404739,浦发银行,浦发银行,6
418152,浦发银行,浦发银行,6
456418,浦发银行,浦发银行,6
498451,浦发银行,浦发银行,6
515672,浦发银行,浦发银行,6
517650,浦发银行,浦发银行,6
525998,浦发银行,浦发银行,6
620530,浦发银行,浦发银行,6
621351,浦发银行,浦发银行,6
621352,浦发银行,浦发银行,6
621390,浦发银行,浦发银行,6
621791,浦发银行,浦发银行,6
621792,浦发银行,浦发银行,6
621793,浦发银行,浦发银行,6
621795,浦发银行,浦发银行,6
621796,浦发银行,浦发银行,6
622176,浦发银行,浦发银行,6
622177,浦发银行,浦发银行,6
622228,浦发银行,浦发银行,6
622276,浦发银行,浦发银行,6
622277,浦发银行,浦发银行,6
622500,浦发银行,浦发银行,6
622516,浦发银行,浦发银行,6
622517,浦发银行,浦发银行,6
622518,浦发银行,浦发银行,6
622519,浦发银行,浦发银行,6
622520,浦发银行,浦发银行,6
622521,浦发银行,浦发银行,6
622522,浦发银行,浦发银行,6
622523,浦发银行,浦发银行,6
622693,浦发银行,浦发银行,6
623250,浦发银行,浦发银行,6
625831,浦发银行,浦发银行,6
625833,浦发银行,浦发银行,6
625957,浦发银行,浦发银行,6
625958,浦发银行,浦发银行,6
625970,浦发银行,浦发银行,6
625971,浦发银行,浦发银行,6
625993,浦发银行,浦发银行,6
628221,浦发银行,浦发银行,6
628222,浦发银行,浦发银行,6
843010,浦发银行,浦发银行,6
843011,浦发银行,浦发银行,6
843012,浦发银行,浦发银行,6
843013,浦发银行,浦发银行,6
843014,浦发银行,浦发银行,6
843015,浦发银行,浦发银行,6
843016,浦发银行,浦发银行,6
843017,浦发银行,浦发银行,6
843018,浦发银行,浦发银行,6
843019,浦发银行,浦发银行,6
843360,浦发银行,浦发银行,6
843420,浦发银行,浦发银行,6
843610,浦发银行,浦发银行,6
843730,浦发银行,浦发银行,6
843800,浦发银行,浦发银行,6
843850,浦发银行,浦发银行,6
843900,浦发银行,浦发银行,6
870000,浦发银行,浦发银行,6
870100,浦发银行,浦发银行,6
870300,浦发银行,浦发银行,6
870400,浦发银行,浦发银行,6
870500,浦发银行,浦发银行,6
984301,浦发银行,浦发银行,6
984303,浦发银行,浦发银行,6
622379,齐鲁银行,齐鲁银行,6
628379,齐鲁银行,齐鲁银行,6
940008,齐鲁银行,齐鲁银行,6
622311,齐商银行,齐商银行,6
623119,齐商银行,齐商银行,6
628311,齐商银行,齐商银行,6
940057,齐商银行,齐商银行,6
621651,企业银行,企业银行,6
621651,企业银行（中国）,企业银行,6
623003,秦皇岛市商业银行,秦皇岛市,6
621237,秦皇岛银行,秦皇岛银,6
623003,秦皇岛银行,秦皇岛银,6
628357,秦皇岛银行,秦皇岛银,6
620551,青岛银行,青岛银行,6
621252,青岛银行,青岛银行,6
621419,青岛银行,青岛银行,6
622146,青岛银行,青岛银行,6
623170,青岛银行,青岛银行,6
628239,青岛银行,青岛银行,6
940061,青岛银行,青岛银行,6
621065,青海省农村信用社,青海省农,6
621517,青海省农村信用社,青海省农,6
623017,青海省农村信用社,青海省农,6
623213,青海省农村信用社,青海省农,6
628289,青海省农村信用社,青海省农,6
621065,青海省农村信用社联合社,青海省农,6
621517,青海省农村信用社联合社,青海省农,6
623017,青海省农村信用社联合社,青海省农,6
623213,青海省农村信用社联合社,青海省农,6
628289,青海省农村信用社联合社,青海省农,6
623017,青海省农信社,青海省农,6
622310,青海银行,青海银行,6
622817,青海银行,青海银行,6
623599,青海银行,青海银行,6
625959,青海银行,青海银行,6
628287,青海银行,青海银行,6
940068,青海银行,青海银行,6
621497,曲靖市商业银行,曲靖市商,6
622777,曲靖市商业银行,曲靖市商,6
623606,曲阳中成村镇银行,曲阳中成,6
621437,泉州银行,泉州银行,6
622370,泉州银行,泉州银行,6
628319,泉州银行,泉州银行,6
683970,泉州银行,泉州银行,6
940074,泉州银行,泉州银行,6
622920,日本三井住友卡公司,日本三井,6
622857,日照银行,日照银行,6
623077,日照银行,日照银行,6
628257,日照银行,日照银行,6
940065,日照银行,日照银行,6
622441,三门峡市城市信用社,三门峡市,6
621310,三水珠江村镇银行,三水珠江,6
623623,厦门国际银行,厦门国际,6
