银行卡号(KH),行别,简写,长度
621600,厦门银行,厦门银行,6
622393,厦门银行,厦门银行,6
623019,厦门银行,厦门银行,6
940023,厦门银行,厦门银行,6
621521,山东省农村信用社,山东省农,6
621551,山东省农村信用社,山东省农,6
621690,山东省农村信用社,山东省农,6
622319,山东省农村信用社,山东省农,6
622320,山东省农村信用社,山东省农,6
628375,山东省农村信用社,山东省农,6
900105,山东省农村信用社,山东省农,6
900205,山东省农村信用社,山东省农,6
621521,山东省农村信用社联合社,山东省农,6
621690,山东省农村信用社联合社,山东省农,6
622320,山东省农村信用社联合社,山东省农,6
628375,山东省农村信用社联合社,山东省农,6
621280,山西省农村信用社,山西省农,6
621580,山西省农村信用社,山西省农,6
622882,山西省农村信用社,山西省农,6
622968,山西省农村信用社,山西省农,6
623051,山西省农村信用社,山西省农,6
621580,山西省农村信用社联合社,山西省农,6
622968,山西省农村信用社联合社,山西省农,6
623051,山西省农村信用社联合社,山西省农,6
622882,山西尧都村镇银行,山西尧都,6
621566,陕西省农村信用社,陕西省农,6
622506,陕西省农村信用社,陕西省农,6
623027,陕西省农村信用社,陕西省农,6
623028,陕西省农村信用社,陕西省农,6
628323,陕西省农村信用社,陕西省农,6
623622,上海华瑞银行,上海华瑞,6
622611,上海农村商业行贷记卡(银联数据),上海农村,6
621495,上海农村商业银行,上海农村,6
621688,上海农村商业银行,上海农村,6
622478,上海农村商业银行,上海农村,6
622722,上海农村商业银行,上海农村,6
623162,上海农村商业银行,上海农村,6
628211,上海农村商业银行,上海农村,6
940013,上海农村商业银行,上海农村,6
621495,上海农商银行,上海农商,6
621688,上海农商银行,上海农商,6
622478,上海农商银行,上海农商,6
622611,上海农商银行,上海农商,6
622722,上海农商银行,上海农商,6
623162,上海农商银行,上海农商,6
623552,上海农商银行,上海农商,6
625500,上海农商银行,上海农商,6
625701,上海农商银行,上海农商,6
625989,上海农商银行,上海农商,6
628211,上海农商银行,上海农商,6
940013,上海农商银行,上海农商,6
622611,上海农商银行贷记卡,上海农商,6
622722,上海农商银行贷记卡,上海农商,6
625500,上海农商银行贷记卡,上海农商,6
625701,上海农商银行贷记卡,上海农商,6
625989,上海农商银行贷记卡,上海农商,6
628211,上海农商银行贷记卡,上海农商,6
356827,上海银行,上海银行,6
356828,上海银行,上海银行,6
356829,上海银行,上海银行,6
356830,上海银行,上海银行,6
402673,上海银行,上海银行,6
402674,上海银行,上海银行,6
438600,上海银行,上海银行,6
486466,上海银行,上海银行,6
519498,上海银行,上海银行,6
519961,上海银行,上海银行,6
520131,上海银行,上海银行,6
524031,上海银行,上海银行,6
548838,上海银行,上海银行,6
620522,上海银行,上海银行,6
621005,上海银行,上海银行,6
621034,上海银行,上海银行,6
621050,上海银行,上海银行,6
621243,上海银行,上海银行,6
622148,上海银行,上海银行,6
622149,上海银行,上海银行,6
622172,上海银行,上海银行,6
622267,上海银行,上海银行,6
622268,上海银行,上海银行,6
622269,上海银行,上海银行,6
622278,上海银行,上海银行,6
622279,上海银行,上海银行,6
622300,上海银行,上海银行,6
622386,上海银行,上海银行,6
622468,上海银行,上海银行,6
622892,上海银行,上海银行,6
622952,上海银行,上海银行,6
622985,上海银行,上海银行,6
622987,上海银行,上海银行,6
623183,上海银行,上海银行,6
623185,上海银行,上海银行,6
625099,上海银行,上海银行,6
625107,上海银行,上海银行,6
625180,上海银行,上海银行,6
625350,上海银行,上海银行,6
625351,上海银行,上海银行,6
625352,上海银行,上海银行,6
625839,上海银行,上海银行,6
625953,上海银行,上海银行,6
628230,上海银行,上海银行,6
682900,上海银行,上海银行,6
940021,上海银行,上海银行,6
621014,上海银行,上海银行,6
524031,上海银行信用卡中心,上海银行,6
621014,上饶银行,上饶银行,6
621416,上饶银行,上饶银行,6
628223,上饶银行,上饶银行,6
603602,绍兴银行,绍兴银行,6
622486,绍兴银行,绍兴银行,6
623026,绍兴银行,绍兴银行,6
623086,绍兴银行,绍兴银行,6
628291,绍兴银行,绍兴银行,6
621623,深圳南山宝生村镇银行,深圳南山,6
621623,深圳南山宝生村镇银行 ,深圳南山,6
621623,"深圳南山宝生村镇银行	",深圳南山,6
584016,深圳农村商业银行,深圳农村,6
622128,深圳农村商业银行,深圳农村,6
622129,深圳农村商业银行,深圳农村,6
623035,深圳农村商业银行,深圳农村,6
623186,深圳农村商业银行,深圳农村,6
625169,深圳农村商业银行,深圳农村,6
623633,深圳前海微众银行,深圳前海,6
584016,深圳市农村信用社,深圳市农,6
622129,深圳市农村信用社,深圳市农,6
621681,沈阳于洪永安村镇银行,沈阳于洪,6
566666,盛京银行,盛京银行,6
621244,盛京银行,盛京银行,6
622455,盛京银行,盛京银行,6
622466,盛京银行,盛京银行,6
622955,盛京银行,盛京银行,6
623081,盛京银行,盛京银行,6
623108,盛京银行,盛京银行,6
628285,盛京银行,盛京银行,6
940039,盛京银行,盛京银行,6
622940,石嘴山城市信用社,石嘴山城,6
622940,石嘴山银行,石嘴山银,6
623120,石嘴山银行,石嘴山银,6
628355,石嘴山银行,石嘴山银,6
621219,寿光张农商村镇银行,寿光张农,6
621033,四川省农村信用社,四川省农,6
621099,四川省农村信用社,四川省农,6
621457,四川省农村信用社,四川省农,6
621459,四川省农村信用社,四川省农,6
621530,四川省农村信用社,四川省农,6
623201,四川省农村信用社,四川省农,6
623256,四川省农村信用社,四川省农,6
625097,四川省农村信用社,四川省农,6
628297,四川省农村信用社,四川省农,6
621033,四川省农村信用社联合社,四川省农,6
621099,四川省农村信用社联合社,四川省农,6
621457,四川省农村信用社联合社,四川省农,6
621459,四川省农村信用社联合社,四川省农,6
621530,四川省农村信用社联合社,四川省农,6
623201,四川省农村信用社联合社,四川省农,6
623256,四川省农村信用社联合社,四川省农,6
625097,四川省农村信用社联合社,四川省农,6
628297,四川省农村信用社联合社,四川省农,6
603506,苏州银行,苏州银行,6
621241,苏州银行,苏州银行,6
621461,苏州银行,苏州银行,6
622855,苏州银行,苏州银行,6
623521,苏州银行,苏州银行,6
625166,苏州银行,苏州银行,6
621090,遂宁市商业银行,遂宁市商,6
623178,遂宁市商业银行,遂宁市商,6
622321,台州银行,台州银行,6
622427,台州银行,台州银行,6
623039,台州银行,台州银行,6
625001,台州银行,台州银行,6
628273,台州银行,台州银行,6
940069,台州银行,台州银行,6
622869,太仓农村商业银行,太仓农村,6
623075,太仓农村商业银行,太仓农村,6
628284,泰安市商业银行,泰安市商,6
622972,泰安银行,泰安银行,6
623196,泰安银行,泰安银行,6
628284,泰安银行,泰安银行,6
622167,唐山银行,唐山银行,6
623193,唐山银行,唐山银行,6
621073,天津滨海农村商业银行,天津滨海,6
623109,天津滨海农村商业银行,天津滨海,6
623616,天津金城商业银行,天津金城,6
622329,天津农村商业银行,天津农村,6
622531,天津农村商业银行,天津农村,6
622829,天津农村商业银行,天津农村,6
623103,天津农村商业银行,天津农村,6
625819,天津农村商业银行,天津农村,6
628301,天津农村商业银行,天津农村,6
622531,天津市农村信用社,天津市农,6
621452,天津银行,天津银行,6
622331,天津银行,天津银行,6
622426,天津银行,天津银行,6
623554,天津银行,天津银行,6
623574,天津银行,天津银行,6
625995,天津银行,天津银行,6
628205,天津银行,天津银行,6
940015,天津银行,天津银行,6
621038,铁岭银行,铁岭银行,6
623180,铁岭银行,铁岭银行,6
622411,威海市商业银行,威海市商,6
623102,威海市商业银行,威海市商,6
628234,威海市商业银行,威海市商,6
990631,威海市商业银行,威海市商,6
622391,潍坊银行,潍坊银行,6
628391,潍坊银行,潍坊银行,6
940072,潍坊银行,潍坊银行,6
623632,温州民商,温州民商,6
621977,温州银行,温州银行,6
622868,温州银行,温州银行,6
622899,温州银行,温州银行,6
623112,温州银行,温州银行,6
623578,温州银行,温州银行,6
625988,温州银行,温州银行,6
628255,温州银行,温州银行,6
621650,文昌国民村镇银行,文昌国民,6
621650,文昌国民村镇银行有限责任公司,文昌国民,6
622973,乌海银行,乌海银行,6
623153,乌海银行,乌海银行,6
621751,乌鲁木齐市商业银行,乌鲁木齐,6
621754,乌鲁木齐市商业银行,乌鲁木齐,6
622143,乌鲁木齐市商业银行,乌鲁木齐,6
622476,乌鲁木齐市商业银行,乌鲁木齐,6
625135,乌鲁木齐市商业银行,乌鲁木齐,6
625155,乌鲁木齐市商业银行,乌鲁木齐,6
625502,乌鲁木齐市商业银行,乌鲁木齐,6
625503,乌鲁木齐市商业银行,乌鲁木齐,6
628278,乌鲁木齐市商业银行,乌鲁木齐,6
940001,乌鲁木齐市商业银行,乌鲁木齐,6
622569,无锡农村商业银行,无锡农村,6
622895,无锡农村商业银行,无锡农村,6
623125,无锡农村商业银行,无锡农村,6
628369,无锡农村商业银行,无锡农村,6
622488,吴江农村商业银行,吴江农村,6
622648,吴江农村商业银行,吴江农村,6
623110,吴江农村商业银行,吴江农村,6
628248,吴江农村商业银行,吴江农村,6
623110,吴江农商行,吴江农商,6
623110,"吴江农商行	",吴江农商,6
621361,武汉农村商业银行,武汉农村,6
623033,武汉农村商业银行,武汉农村,6
623207,武汉农村商业银行,武汉农村,6
625156,武汉农村商业银行,武汉农村,6
940044,武汉农村商业银行,武汉农村,6
622566,武汉农村商业银行,武汉农村,6
622567,武汉农村商业银行,武汉农村,6
622625,武汉农村商业银行,武汉农村,6
622626,武汉农村商业银行,武汉农村,6
628200,武汉农村商业银行,武汉农村,6
990027,武汉农村商业银行,武汉农村,6
940044,武汉农村信用社,武汉农村,6
622891,武进农村商业银行,武进农村,6
622136,西安银行,西安银行,6
622981,西安银行,西安银行,6
623165,西安银行,西安银行,6
625167,西安银行,西安银行,6
628345,西安银行,西安银行,6
940059,西安银行,西安银行,6
621391,西藏银行,西藏银行,6
621072,新韩银行,新韩银行,6
622433,新加坡大华银行,新加坡大,6
621339,新疆汇和银行,新疆汇和,6
621008,新疆自治区农村信用合作联社,新疆自治,6
621287,新疆自治区农村信用合作联社,新疆自治,6
621525,新疆自治区农村信用合作联社,新疆自治,6
628277,新疆自治区农村信用合作联社,新疆自治,6
621008,新疆自治区农村信用社,新疆自治,6
621287,新疆自治区农村信用社,新疆自治,6
621525,新疆自治区农村信用社,新疆自治,6
628277,新疆自治区农村信用社,新疆自治,6
621015,星展银行,星展银行,6
621016,星展银行,星展银行,6
622487,星展银行,星展银行,6
622490,星展银行,星展银行,6
622491,星展银行,星展银行,6
622492,星展银行,星展银行,6
623187,星展银行,星展银行,6
620528,邢台银行,邢台银行,6
621238,邢台银行,邢台银行,6
628325,邢台银行,邢台银行,6
438588,兴业银行,兴业银行,6
438589,兴业银行,兴业银行,6
451289,兴业银行,兴业银行,6
451290,兴业银行,兴业银行,6
456660,兴业银行,兴业银行,6
456950,兴业银行,兴业银行,6
458020,兴业银行,兴业银行,6
461982,兴业银行,兴业银行,6
486493,兴业银行,兴业银行,6
486494,兴业银行,兴业银行,6
486861,兴业银行,兴业银行,6
523036,兴业银行,兴业银行,6
524070,兴业银行,兴业银行,6
527414,兴业银行,兴业银行,6
528057,兴业银行,兴业银行,6
548738,兴业银行,兴业银行,6
549633,兴业银行,兴业银行,6
552398,兴业银行,兴业银行,6
590592,兴业银行,兴业银行,6
622571,兴业银行,兴业银行,6
622572,兴业银行,兴业银行,6
622573,兴业银行,兴业银行,6
622591,兴业银行,兴业银行,6
622592,兴业银行,兴业银行,6
622593,兴业银行,兴业银行,6
622901,兴业银行,兴业银行,6
622902,兴业银行,兴业银行,6
622908,兴业银行,兴业银行,6
622909,兴业银行,兴业银行,6
622922,兴业银行,兴业银行,6
625082,兴业银行,兴业银行,6
625083,兴业银行,兴业银行,6
625084,兴业银行,兴业银行,6
625085,兴业银行,兴业银行,6
625086,兴业银行,兴业银行,6
625087,兴业银行,兴业银行,6
625353,兴业银行,兴业银行,6
625356,兴业银行,兴业银行,6
625960,兴业银行,兴业银行,6
625961,兴业银行,兴业银行,6
625962,兴业银行,兴业银行,6
625963,兴业银行,兴业银行,6
628212,兴业银行,兴业银行,6
905920,兴业银行,兴业银行,6
905921,兴业银行,兴业银行,6
905922,兴业银行,兴业银行,6
905923,兴业银行,兴业银行,6
905924,兴业银行,兴业银行,6
905925,兴业银行,兴业银行,6
905926,兴业银行,兴业银行,6
905927,兴业银行,兴业银行,6
905928,兴业银行,兴业银行,6
905929,兴业银行,兴业银行,6
966666,兴业银行,兴业银行,6
528057,兴业银行贷记卡（银联数据）,兴业银行,6
621325,雅安市商业银行,雅安市商,6
623084,雅安市商业银行,雅安市商,6
622886,烟台银行,烟台银行,6
623533,烟台银行,烟台银行,6
940028,烟台银行,烟台银行,6
621272,阳泉市商业银行,阳泉市商,6
621738,阳泉市商业银行,阳泉市商,6
621273,宜宾市商业银行,宜宾市商,6
623079,宜宾市商业银行,宜宾市商,6
622135,宜宾市商业银行,宜宾市商,6
622396,宜昌市商业银行,宜昌市商,6
622397,宜昌市商业银行,宜昌市商,6
622511,宜昌市商业银行,宜昌市商,6
940055,宜昌市商业银行,宜昌市商,6
622339,鄞州农村合作银行,鄞州农村,6
623539,鄞州农村合作银行,鄞州农村,6
620500,鄞州银行,鄞州银行,6
621024,鄞州银行,鄞州银行,6
622289,鄞州银行,鄞州银行,6
622339,鄞州银行,鄞州银行,6
622389,鄞州银行,鄞州银行,6
623539,鄞州银行,鄞州银行,6
628300,鄞州银行,鄞州银行,6
620063,营口沿海银行,营口沿海,6
621348,营口沿海银行,营口沿海,6
622400,营口银行,营口银行,6
623177,营口银行,营口银行,6
628264,营口银行,营口银行,6
940075,营口银行,营口银行,6
621298,永亨银行,永亨银行,6
622798,永亨银行,永亨银行,6
622861,永亨银行,永亨银行,6
622871,永亨银行,永亨银行,6
622957,永亨银行,永亨银行,6
622958,永亨银行,永亨银行,6
622963,永亨银行,永亨银行,6
625010,永亨银行,永亨银行,6
621298,永亨银行（中国）,永亨银行,6
622387,永隆银行,永隆银行,6
622423,永隆银行,永隆银行,6
622970,永隆银行,永隆银行,6
622971,永隆银行,永隆银行,6
625062,永隆银行,永隆银行,6
625063,永隆银行,永隆银行,6
518905,邮政储蓄银行,邮政储蓄,6
605810,邮政储蓄银行,邮政储蓄,6
610981,邮政储蓄银行,邮政储蓄,6
620062,邮政储蓄银行,邮政储蓄,6
620198,邮政储蓄银行,邮政储蓄,6
620529,邮政储蓄银行,邮政储蓄,6
621095,邮政储蓄银行,邮政储蓄,6
621096,邮政储蓄银行,邮政储蓄,6
621098,邮政储蓄银行,邮政储蓄,6
621285,邮政储蓄银行,邮政储蓄,6
621599,邮政储蓄银行,邮政储蓄,6
621622,邮政储蓄银行,邮政储蓄,6
621674,邮政储蓄银行,邮政储蓄,6
621797,邮政储蓄银行,邮政储蓄,6
621798,邮政储蓄银行,邮政储蓄,6
621799,邮政储蓄银行,邮政储蓄,6
622150,邮政储蓄银行,邮政储蓄,6
622151,邮政储蓄银行,邮政储蓄,6
622180,邮政储蓄银行,邮政储蓄,6
622181,邮政储蓄银行,邮政储蓄,6
622182,邮政储蓄银行,邮政储蓄,6
622187,邮政储蓄银行,邮政储蓄,6
622188,邮政储蓄银行,邮政储蓄,6
622189,邮政储蓄银行,邮政储蓄,6
622199,邮政储蓄银行,邮政储蓄,6
622810,邮政储蓄银行,邮政储蓄,6
622811,邮政储蓄银行,邮政储蓄,6
622812,邮政储蓄银行,邮政储蓄,6
623218,邮政储蓄银行,邮政储蓄,6
623219,邮政储蓄银行,邮政储蓄,6
623686,邮政储蓄银行,邮政储蓄,6
623698,邮政储蓄银行,邮政储蓄,6
623699,邮政储蓄银行,邮政储蓄,6
625367,邮政储蓄银行,邮政储蓄,6
625368,邮政储蓄银行,邮政储蓄,6
625586,邮政储蓄银行,邮政储蓄,6
625919,邮政储蓄银行,邮政储蓄,6
628310,邮政储蓄银行,邮政储蓄,6
955100,邮政储蓄银行,邮政储蓄,6
628310,邮政储蓄银行信用卡中心(61000000),邮政储蓄,6
621060,友利银行,友利银行,6
623551,友利银行,友利银行,6
622980,云南红塔银行,云南红塔,6
623135,云南红塔银行,云南红塔,6
628351,云南红塔银行,云南红塔,6
018572,云南省农村信用社,云南省农,6
185720,云南省农村信用社,云南省农,6
621017,云南省农村信用社,云南省农,6
622369,云南省农村信用社,云南省农,6
622469,云南省农村信用社,云南省农,6
623190,云南省农村信用社,云南省农,6
628307,云南省农村信用社,云南省农,6
940042,云南省农村信用社,云南省农,6
623087,枣庄银行,枣庄银行,6
622484,渣打银行,渣打银行,6
622583,渣打银行,渣打银行,6
622584,渣打银行,渣打银行,6
622942,渣打银行,渣打银行,6
622948,渣打银行,渣打银行,6
622994,渣打银行,渣打银行,6
622332,张家港农村商业银行,张家港农,6
623123,张家港农村商业银行,张家港农,6
940063,张家港农村商业银行,张家港农,6
622332,张家港农商银行,张家港农,6
623123,张家港农商银行,张家港农,6
940063,张家港农商银行,张家港农,6
622332,张家港市农村商业银行,张家港市,6
623123,张家港市农村商业银行,张家港市,6
940063,张家港市农村商业银行,张家港市,6
622332,张家港市农村商业银行 ,张家港市,6
623123,张家港市农村商业银行 ,张家港市,6
940063,张家港市农村商业银行 ,张家港市,6
621413,张家口市商业银行,张家口市,6
622982,张家口市商业银行,张家口市,6
628365,张家口市商业银行,张家口市,6
621413,张家口银行,张家口银,6
622982,张家口银行,张家口银,6
628365,张家口银行,张家口银,6
621296,长安银行,长安银行,6
621448,长安银行,长安银行,6
628385,长安银行,长安银行,6
622561,长城华西银行,长城华西,6
622562,长城华西银行,长城华西,6
622563,长城华西银行,长城华西,6
623117,长葛轩辕村镇银行,长葛轩辕,6
620519,长沙银行,长沙银行,6
621446,长沙银行,长沙银行,6
621739,长沙银行,长沙银行,6
622368,长沙银行,长沙银行,6
622806,长沙银行,长沙银行,6
622898,长沙银行,长沙银行,6
622900,长沙银行,长沙银行,6
625901,长沙银行,长沙银行,6
628281,长沙银行,长沙银行,6
628282,长沙银行,长沙银行,6
628283,长沙银行,长沙银行,6
694301,长沙银行,长沙银行,6
940071,长沙银行,长沙银行,6
628283,长沙银行（信用卡）,长沙银行,6
622962,长冶银行,长冶银行,6
622962,长治银行,长治银行,6
623509,长治银行,长治银行,6
356885,招商银行,招商银行,6
356886,招商银行,招商银行,6
356887,招商银行,招商银行,6
356888,招商银行,招商银行,6
356889,招商银行,招商银行,6
356890,招商银行,招商银行,6
370285,招商银行,招商银行,6
370286,招商银行,招商银行,6
370287,招商银行,招商银行,6
370289,招商银行,招商银行,6
402658,招商银行,招商银行,6
410062,招商银行,招商银行,6
429930,招商银行,招商银行,6
429931,招商银行,招商银行,6
429932,招商银行,招商银行,6
429933,招商银行,招商银行,6
429934,招商银行,招商银行,6
439188,招商银行,招商银行,6
439225,招商银行,招商银行,6
439226,招商银行,招商银行,6
439227,招商银行,招商银行,6
439228,招商银行,招商银行,6
439229,招商银行,招商银行,6
468203,招商银行,招商银行,6
479228,招商银行,招商银行,6
479229,招商银行,招商银行,6
512425,招商银行,招商银行,6
518710,招商银行,招商银行,6
518718,招商银行,招商银行,6
521302,招商银行,招商银行,6
524011,招商银行,招商银行,6
545619,招商银行,招商银行,6
545620,招商银行,招商银行,6
545621,招商银行,招商银行,6
545622,招商银行,招商银行,6
545623,招商银行,招商银行,6
545947,招商银行,招商银行,6
545948,招商银行,招商银行,6
552534,招商银行,招商银行,6
552580,招商银行,招商银行,6
552581,招商银行,招商银行,6
552582,招商银行,招商银行,6
552583,招商银行,招商银行,6
552584,招商银行,招商银行,6
552585,招商银行,招商银行,6
552586,招商银行,招商银行,6
552587,招商银行,招商银行,6
552588,招商银行,招商银行,6
552589,招商银行,招商银行,6
620520,招商银行,招商银行,6
621286,招商银行,招商银行,6
621299,招商银行,招商银行,6
621483,招商银行,招商银行,6
621485,招商银行,招商银行,6
621486,招商银行,招商银行,6
622575,招商银行,招商银行,6
622576,招商银行,招商银行,6
622577,招商银行,招商银行,6
622578,招商银行,招商银行,6
622579,招商银行,招商银行,6
622580,招商银行,招商银行,6
622581,招商银行,招商银行,6
622582,招商银行,招商银行,6
622588,招商银行,招商银行,6
622598,招商银行,招商银行,6
622609,招商银行,招商银行,6
623074,招商银行,招商银行,6
623126,招商银行,招商银行,6
623136,招商银行,招商银行,6
623262,招商银行,招商银行,6
625802,招商银行,招商银行,6
625803,招商银行,招商银行,6
628262,招商银行,招商银行,6
628290,招商银行,招商银行,6
628362,招商银行,招商银行,6
645621,招商银行,招商银行,6
690755,招商银行,招商银行,6
955550,招商银行,招商银行,6
955551,招商银行,招商银行,6
955552,招商银行,招商银行,6
955553,招商银行,招商银行,6
955554,招商银行,招商银行,6
955555,招商银行,招商银行,6
955556,招商银行,招商银行,6
955557,招商银行,招商银行,6
955558,招商银行,招商银行,6
955559,招商银行,招商银行,6
621276,招商银行,招商银行,6
621438,招商银行,招商银行,6
370286,招商银行（信用卡）,招商银行,6
621028,浙江稠州商业银行,浙江稠州,6
623083,浙江稠州商业银行,浙江稠州,6
628250,浙江稠州商业银行,浙江稠州,6
621028,浙江稠州市商业银行,浙江稠州,6
623083,浙江稠州市商业银行,浙江稠州,6
621365,浙江建德湖商村镇银行股份有限公司,浙江建德,6
620517,浙江民泰商业银行,浙江民泰,6
621088,浙江民泰商业银行,浙江民泰,6
621726,浙江民泰商业银行,浙江民泰,6
622740,浙江民泰商业银行,浙江民泰,6
625036,浙江民泰商业银行,浙江民泰,6
621230,浙江平湖工商银行村镇银行,浙江平湖,6
621058,浙江省农村信用社,浙江省农,6
621527,浙江省农村信用社,浙江省农,6
621537,浙江省农村信用社,浙江省农,6
621736,浙江省农村信用社,浙江省农,6
622288,浙江省农村信用社,浙江省农,6
622686,浙江省农村信用社,浙江省农,6
622858,浙江省农村信用社,浙江省农,6
623091,浙江省农村信用社,浙江省农,6
623540,浙江省农村信用社,浙江省农,6
628280,浙江省农村信用社,浙江省农,6
621480,浙江泰隆商业银行,浙江泰隆,6
622141,浙江泰隆商业银行,浙江泰隆,6
622287,浙江泰隆商业银行,浙江泰隆,6
622565,浙江泰隆商业银行,浙江泰隆,6
622717,浙江泰隆商业银行,浙江泰隆,6
628275,浙江泰隆商业银行,浙江泰隆,6
621019,浙商银行,浙商银行,6
622309,浙商银行,浙商银行,6
625821,浙商银行,浙商银行,6
622421,郑州银行,郑州银行,6
623531,郑州银行,郑州银行,6
625163,郑州银行,郑州银行,6
940056,郑州银行,郑州银行,6
623526,中德住房储蓄银行,中德住房,6
325959,中国银行,中国银行,6
356833,中国银行,中国银行,6
356835,中国银行,中国银行,6
377677,中国银行,中国银行,6
400937,中国银行,中国银行,6
400938,中国银行,中国银行,6
400939,中国银行,中国银行,6
400940,中国银行,中国银行,6
400941,中国银行,中国银行,6
400942,中国银行,中国银行,6
409665,中国银行,中国银行,6
409666,中国银行,中国银行,6
409667,中国银行,中国银行,6
409668,中国银行,中国银行,6
409669,中国银行,中国银行,6
409670,中国银行,中国银行,6
409671,中国银行,中国银行,6
409672,中国银行,中国银行,6
424106,中国银行,中国银行,6
424107,中国银行,中国银行,6
424108,中国银行,中国银行,6
424109,中国银行,中国银行,6
424110,中国银行,中国银行,6
424111,中国银行,中国银行,6
424902,中国银行,中国银行,6
438088,中国银行,中国银行,6
451291,中国银行,中国银行,6
456351,中国银行,中国银行,6
466245,中国银行,中国银行,6
493878,中国银行,中国银行,6
512315,中国银行,中国银行,6
512316,中国银行,中国银行,6
512411,中国银行,中国银行,6
512412,中国银行,中国银行,6
512695,中国银行,中国银行,6
512732,中国银行,中国银行,6
514957,中国银行,中国银行,6
514958,中国银行,中国银行,6
516464,中国银行,中国银行,6
518278,中国银行,中国银行,6
518377,中国银行,中国银行,6
518378,中国银行,中国银行,6
518379,中国银行,中国银行,6
518474,中国银行,中国银行,6
518475,中国银行,中国银行,6
518476,中国银行,中国银行,6
522153,中国银行,中国银行,6
524864,中国银行,中国银行,6
524865,中国银行,中国银行,6
525745,中国银行,中国银行,6
525746,中国银行,中国银行,6
540297,中国银行,中国银行,6
540838,中国银行,中国银行,6
541068,中国银行,中国银行,6
547628,中国银行,中国银行,6
547648,中国银行,中国银行,6
547766,中国银行,中国银行,6
552742,中国银行,中国银行,6
553131,中国银行,中国银行,6
558808,中国银行,中国银行,6
558809,中国银行,中国银行,6
558868,中国银行,中国银行,6
558869,中国银行,中国银行,6
601382,中国银行,中国银行,6
620019,中国银行,中国银行,6
620025,中国银行,中国银行,6
620026,中国银行,中国银行,6
620035,中国银行,中国银行,6
620040,中国银行,中国银行,6
620048,中国银行,中国银行,6
620061,中国银行,中国银行,6
620202,中国银行,中国银行,6
620203,中国银行,中国银行,6
620210,中国银行,中国银行,6
620211,中国银行,中国银行,6
620218,中国银行,中国银行,6
620513,中国银行,中国银行,6
620514,中国银行,中国银行,6
620531,中国银行,中国银行,6
621041,中国银行,中国银行,6
621212,中国银行,中国银行,6
621215,中国银行,中国银行,6
621231,中国银行,中国银行,6
621248,中国银行,中国银行,6
621249,中国银行,中国银行,6
621256,中国银行,中国银行,6
621283,中国银行,中国银行,6
621293,中国银行,中国银行,6
621294,中国银行,中国银行,6
621297,中国银行,中国银行,6
621330,中国银行,中国银行,6
621331,中国银行,中国银行,6
621332,中国银行,中国银行,6
621333,中国银行,中国银行,6
621334,中国银行,中国银行,6
621342,中国银行,中国银行,6
621343,中国银行,中国银行,6
621364,中国银行,中国银行,6
621394,中国银行,中国银行,6
621395,中国银行,中国银行,6
621568,中国银行,中国银行,6
621569,中国银行,中国银行,6
621620,中国银行,中国银行,6
621638,中国银行,中国银行,6
621648,中国银行,中国银行,6
621660,中国银行,中国银行,6
621661,中国银行,中国银行,6
621662,中国银行,中国银行,6
621663,中国银行,中国银行,6
621665,中国银行,中国银行,6
621666,中国银行,中国银行,6
621667,中国银行,中国银行,6
621668,中国银行,中国银行,6
621669,中国银行,中国银行,6
621672,中国银行,中国银行,6
621725,中国银行,中国银行,6
621741,中国银行,中国银行,6
621756,中国银行,中国银行,6
621757,中国银行,中国银行,6
621758,中国银行,中国银行,6
621759,中国银行,中国银行,6
621782,中国银行,中国银行,6
621785,中国银行,中国银行,6
621786,中国银行,中国银行,6
621787,中国银行,中国银行,6
621788,中国银行,中国银行,6
621789,中国银行,中国银行,6
621790,中国银行,中国银行,6
622273,中国银行,中国银行,6
622274,中国银行,中国银行,6
622346,中国银行,中国银行,6
622347,中国银行,中国银行,6
622348,中国银行,中国银行,6
622380,中国银行,中国银行,6
622479,中国银行,中国银行,6
622480,中国银行,中国银行,6
622750,中国银行,中国银行,6
622751,中国银行,中国银行,6
622752,中国银行,中国银行,6
622753,中国银行,中国银行,6
622754,中国银行,中国银行,6
622755,中国银行,中国银行,6
622756,中国银行,中国银行,6
622757,中国银行,中国银行,6
622758,中国银行,中国银行,6
